,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,7,2,1,0,0,0,0,0,1,68139002.95605196,0.0,84758237.86046812,0.006506622191557689,89734451.95909594,0.0,4875943.369615374,0.0003639462542568198,39951595.22921928,0.0020099708702976545,84600000.0,4639.743278152933
615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,7,0,0,0,6,0,0,0,187567109.76080626,0.019296806115916568,21930035.178264093,0.0029849949908714603,55690229.411618516,0.0,12586457.998778107,0.0,0.0,0.0,30700000.0,4637.033509310245
616,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,3,0,0,0,5,3,3,1,0,0,0,68139002.95605196,0.0,65545364.27232528,0.020615147892397583,57490611.45712042,0.0629723482653143,25535950.208077375,0.0,17180194.122177336,0.019326473129575247,339000000.0,0.0
617,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,7,4,0,3,3,1,0,0,0,0,7,0,0,0,128674397.76670545,0.0,108328826.35239321,0.008882334010481337,20965555.060860064,0.0014559539263454028,14261651.781499248,0.0,2260638.096069084,0.0024865855501119186,1380400000.0,0.0
618,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,3,7,0,2,0,2,0,3,0,0,3,42291505.65437629,0.0,136620023.73729673,0.009148542176903312,25394159.74338936,0.007171685666537528,18450899.806370012,0.0014235254767301212,111848922.55582571,0.09124124331617203,286800000.0,0.0
619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,10,0,4,0,0,0,0,1,0,0,1,0,94085750.64118189,0.024236612635373203,174192131.5184375,0.0,43525559.687082335,0.09639041422941894,16002753.405414006,0.006325850433467265,97387170.95253001,0.0808864949967553,30700000.0,0.0
620,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,5,4,1,8,1,6,0,1,0,32694901.094161935,0.0,22766812.379174955,0.0032136127337585967,87498935.4190952,0.0,41409776.3936745,0.0,91471854.71111324,0.008905923001249986,535300000.0,6616.6806417784555
621,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,3,0,0,1,1,0,0,0,0,2,3,42291505.65437629,0.0,68948264.65741375,0.024540995864039888,84736268.21582255,0.09606722536855625,3806388.9216415696,0.002312233835307723,62011243.19999185,0.0022234899954462544,1070700000.0,0.0
622,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,1,3,6,0,0,7,0.0,0.0,22766812.379174955,0.009640838201275792,55690229.411618516,0.0,31471790.48408721,0.0004943128823599789,117405270.2228365,0.029315887563928063,363800000.0,3548.1219607484177
623,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,3,3,0,1,0,7,0,1,0,0,0,0,0,0,0,89068254.21950817,0.0,129282673.37417436,0.006459170447487836,63240892.00597741,0.03386701460346245,5931208.440284247,0.0013348410719804834,0.0,0.0,490900000.0,1861.3425203655268
624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,134745075.85796067,0.019296806115916568,60927881.419984214,0.009571945358241844,14166865.541757314,0.01129261569127352,7945344.529976016,0.0017408720533402806,59845663.27714092,0.023914315648540994,30700000.0,4188.482134638283
625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,1,0,8,6,4,7,7,1,166532649.31073737,0.07783885184625255,22682759.46822016,0.026588737106227348,49622725.1402255,0.0,48095418.19786902,0.0,140180881.73641115,0.0,30700000.0,0.0
626,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0,0,1,4,0,3,0,0,1,6,1,1,3,0,0.0,0.0,100976966.56287456,0.0010605559179293201,24198032.45136138,0.0,27565078.4210139,1.798344982826285e-05,56782524.98763453,4.7737081515261386e-05,523300000.0,545.83009041635
627,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,7,0,3,60717312.84309486,0.0,62747752.53079505,0.017232251688118694,0.0,0.0,6144330.63058269,0.00393824274529707,82593104.13074732,0.0,989600000.0,0.0
628,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,187567109.76080626,0.0578904183477497,21930035.178264093,0.00895498497261438,20299287.62732069,0.0,21069784.935395602,0.0,0.0,0.0,286800000.0,2248.258671180725
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,1,3,0,1,6,0,0,0,157736357.20586723,0.05360223921087935,54641895.52771333,0.0197043575846216,94959260.56641376,0.10834223721812261,21349047.293193556,0.0013730913398888303,73211756.67769684,0.08143302101091128,0.0,0.0
630,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,1,2,0,1,0,0,2,3,0,0,47847947.961454235,0.0,97830297.41991827,0.009148542176903312,58386616.18599916,0.032130138076472976,17744955.353279363,0.006580796279447618,30351526.042379983,0.0,248500000.0,0.0
631,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,7,3,0,0,0,1,0,0,0,0,0,162299943.07763958,0.038593612231833135,176836264.77192587,7.190667667531428e-05,14484188.424509712,0.011532119102566591,8470244.834733574,0.0005120185358157374,66518661.57589412,0.026608353392233216,286800000.0,3986.7295951269966
632,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,4,0,0,6,0,1,0,6,3,7,0,0,1,82177854.37813279,0.0,81067080.10140912,0.017498459854540686,21528881.722034883,0.0026578603194685156,42225481.39786699,0.0,26799117.791002292,0.001971379005598127,1203000000.0,0.0
633,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1,1,3,0,0,0,7,7,7,37255203.23710208,0.0,80649599.52883263,0.03808686298460884,67172241.44960354,0.0,2247601.929901554,0.0015283661096183601,170843112.07377303,0.0,205800000.0,0.0
634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,7,7,0,0,0,5,0,0,0,115272862.040791,0.0,47911135.22223987,0.05555857807682009,77517373.55736606,0.0,11068771.68625446,0.0,0.0,0.0,121200000.0,0.0
635,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,7,3,0,0,2,0,0,0,0,1,0,1,0,0,222039100.28507614,0.0,82504008.20419508,0.0463206983113277,17734382.51745312,0.039299924821493894,6320800.309666242,0.0,25037214.086173728,0.0,633400000.0,0.0
636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,9,0,0,0,0,0,6,167336245.4949138,0.1072044784217587,22306397.323242128,0.02573184768174476,118874806.2447736,0.0,2864244.4241759465,0.0016597941122513348,40273672.383724004,0.0,30700000.0,0.0
637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,4,0,1,7,0,0,1,37255203.23710208,0.0,66169846.51871923,0.028111146946764896,77157225.39785111,0.06638270201183766,28479168.47395276,0.004770498326395288,119078668.14833286,0.1048532482497305,84600000.0,0.0
638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,0,0,0,0,6,10,6,0,7,6,0,1,0,125797238.44921103,0.0,23059121.6131982,0.027445626530709935,139241015.74515295,0.0,33049801.758271508,0.0016597941122513348,46728711.281976596,0.02396675325297519,30700000.0,0.0
639,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,6,1,1,0,1,0,0,2,0,0,0,0,0,3,0,142079239.3148653,0.0,61187319.871352956,0.009784590611143666,22845446.481899276,0.0005403598261704503,4003388.9730388056,0.0009090573370790579,30351526.042379983,0.0,492600000.0,914.7418571057752
640,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,6,0,0,1,0,0,4,110370317.88172299,0.05360223921087935,53791236.497682154,0.018496825122349164,58926842.49039639,0.0,15437946.115513876,0.005778483798773172,85323143.14888386,0.05774865680071378,30700000.0,0.0
641,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,1,0,0,42291505.65437629,0.0,84758237.86046812,0.05422185159631407,88870803.34027794,0.12968011479256583,1902199.1327073416,0.0012547396185438315,39951595.22921928,0.016749757252480454,340700000.0,0.0
642,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,6,0,2,0,0,0,0,0,1,0,0,162299943.07763958,0.1072044784217587,106547043.08732629,0.0,23772911.288745195,0.0035538149490888693,2645705.625985595,0.0017592553223605186,25393861.330371454,0.0003978090126271782,151900000.0,0.0
643,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,0,0,0,6,7,6,9,6,0,0,0,1,83497824.69174261,0.0,22825274.225979615,0.026913210197865987,121861417.61353019,0.0,35174846.225991,0.0,25037214.086173728,0.0,660100000.0,0.0
644,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,3,1,7,4,0,0,0,82177854.37813279,0.0,23059121.6131982,0.0032934751836851918,24198032.45136138,0.0,33754914.90982836,0.0,65074491.5874086,0.008628031171071067,115300000.0,6571.3101041303635
645,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,5,7,0,0,0,0,0,0,32694901.094161935,0.0,22766812.379174955,0.0032136127337585967,81913325.02222519,0.0033004852783689305,5706597.398122025,0.00045170626267577936,109817635.01654527,0.014657943781964031,753100000.0,11141.873131643439
646,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,7,6,7,0,0,3,4,1,2,82177854.37813279,0.0,22766812.379174955,0.02678010611465497,126912422.71320203,0.0,12257805.962022731,0.002509479237087663,94639238.49165699,0.0,535300000.0,0.0
647,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,3,0,0,0,1,1,0,0,2,0,0.0,0.0,142934857.18417603,0.003133750283832002,4669880.987499747,0.0036305794555302542,19920861.268340264,0.001775330092023548,70099424.5479204,0.017059312977045986,176700000.0,2221.153377223719
648,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,2,8,8,5,3,7,0,0,0,42291505.65437629,0.0,22942197.9195889,0.003261530203714555,114218923.74716169,0.0,39728468.71543965,0.0,0.0,0.0,587500000.0,1511.4055198703522
649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,3,187567109.76080626,0.16080671763263804,38765222.36312197,0.0005992223056276191,0.0,0.0,22887807.15372754,0.0010863547280811723,57935247.063077435,0.030573510948816884,30700000.0,0.0
650,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,3,1,3,3,3,0,150374742.42916545,0.10207546448162576,53396941.35178764,0.017599106408737467,46650169.32145682,0.0,25113995.726980142,0.0,63921995.57957761,0.0,92100000.0,0.0
651,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,1,4,0,0,0,6,7,7,0,7,0,3,0,0,82177854.37813279,0.0,23117583.460002854,0.0033094476736705136,126230340.73617607,0.0,14261651.781499248,0.0,30351526.042379983,0.0,885500000.0,1519.618820653506
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,0,3,1,6,0,0,7,185588082.0969735,0.07783885184625255,57717596.29446736,0.06642031449660607,62907767.979318276,0.07886484058219213,29841586.423833434,0.0,44193513.54513965,0.0,0.0,0.0
653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,3,0,1,7,42291505.65437629,0.0,58093958.43944539,0.06727720392108866,43878096.290305056,0.0,8453407.696608048,0.0,70740857.80294001,0.0,84600000.0,0.0
654,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,5,0,0,2,1,1,0,0.0,0.0,68536448.51966086,0.01785340407643665,54021098.585428044,0.05483649209024832,11167563.792206695,0.002443378973812764,86311195.99913171,0.0400244215499692,1227000000.0,0.0
655,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,1,7,3,0,1,0,0.0,0.0,114330853.36973342,0.009370382315588299,92027783.99480155,0.20212966977836302,32130168.07907235,0.0,30993704.345670257,0.006555137361912119,340700000.0,0.0
656,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,5,2,0,0,5,0,0,0,0,0,1,0,0,1,134088166.03671771,0.0,74704901.54379855,0.018119612242858643,14338199.597403305,0.031454820757734724,6320800.309666242,0.0,25393861.330371454,0.0003978090126271782,1138000000.0,0.0
657,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,7,0,0,0,2,2,0,0,1,0,0,7,0,0,1,68139002.95605196,0.0,96104613.00343858,0.0010445834279440007,23083384.19956215,0.0007213301137949338,24602348.279924747,0.0007828579066930329,122235874.24237567,0.013041187934963517,92100000.0,9001.11115517273
658,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,0,1,3,0,0,2,37255203.23710208,0.0,22766812.379174955,0.0032136127337585967,39058008.090517215,0.0033107810313229616,21950710.495405763,0.0005287172150434794,100789986.64535208,0.009771962521309354,279200000.0,8425.13777980112
659,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0,0,1,0,0,0,0,0,1,0,0,0,7,116090429.70599309,0.024236612635373203,69705171.79491878,0.03708281854583531,30709365.631149262,0.06815996759065954,6320800.309666242,0.0,56561814.17422183,0.013691197921473199,377300000.0,0.0
660,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,4,1,1,7,7,0,0,0,1,78453877.84187987,0.0,84758237.86046812,0.05422185159631407,73635495.64465328,0.0,32304948.475029543,0.0,39951595.22921928,0.016749757252480454,84600000.0,0.0
661,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,4,2,2,0,3,2,0,0,0,3,1,2,1,0,0,136038794.21624202,0.0,102576817.15726781,0.008438653733111364,0.0,0.0,23831364.991512045,0.0,25037214.086173728,0.0,758100000.0,0.0
662,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,1,6,0,0,4,150374742.42916545,0.10207546448162576,22565835.774610866,0.026322528939805377,54082305.45306664,0.0,19337348.34775413,0.0,33377116.55719709,0.0,151900000.0,0.0
663,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,9,0,0,1,0,0,0,0,1,5,0,162299943.07763958,0.1072044784217587,131312232.00609401,0.0,34710481.638277195,0.031744242465765404,2522923.214726719,0.0016265472440468891,62967163.32200457,0.0,151900000.0,0.0
664,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1,6,0,7,1,0,0,0,1,0,53972506.18695759,0.0,77930714.48446134,0.01667545139207797,73264038.44066289,0.0,8201099.4798271675,0.00044318493873893983,25037214.086173728,0.0,339000000.0,1348.3735701644366
665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,0,0,0,145259578.7785176,0.024236612635373203,58093958.43944539,0.06727720392108866,93308064.50134437,0.15772968116438427,12857587.774250694,0.0,0.0,0.0,0.0,0.0
666,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,3,6,7,7,0,0,0,4,1,3,8,10,5,0,0,0,249537648.9634626,0.0,22532964.99195637,0.0031497227738173234,78247463.63258468,0.0,63045310.425258085,0.0,0.0,0.0,473000000.0,1492.2411513763268
667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,4,4,6,1,3,0,0,0,0,72222705.9376919,0.0,69705171.79491878,0.03708281854583531,97686873.15404975,0.0,15063068.18035096,0.0,24736601.25816436,0.027382395842946397,205800000.0,0.0
668,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,2,0,2,6,1,1,0,0,0,0,3,0,0,2,83497824.69174261,0.0,164342829.6143561,0.00012102386635478554,25058023.12068545,0.0012524699589608803,18972600.481858905,0.0008034850314328658,124776617.90745269,0.01303747372855653,61400000.0,10121.630303900078
669,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,7,2,2,6,7,0,0,0,0,0,0,7,0,0,160540607.98897105,0.0,209379725.79999262,0.0,4669880.987499747,0.010084942932028485,15778789.177876286,0.010043562892910824,44193513.54513965,0.0,92100000.0,0.0
670,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,98043050.03325048,0.0,22474503.145151712,0.009401250851496006,3682408.729224637,0.0028613915686241487,15243300.31740021,0.0034300385187894006,105434849.87282099,0.03120090965044574,92100000.0,4364.63081226099
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,7,4,7,0,0,4,0,0,0,104813875.57464504,0.006432268705305522,54641895.52771333,0.002364522910154592,117150034.25041166,0.0,16220998.726911122,0.00048178643602180167,85699435.75604105,0.011432115126103077,0.0,9319.266449963723
672,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,7,0,2,0,0,0,7,7,10,7,3,1,0,0,3,115272862.040791,0.0,22357579.451542422,0.025848377532178043,148289452.57227877,0.0,33801522.61574014,0.0,58398046.53145805,0.031068213949335993,431100000.0,0.0
673,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,6,0,7,0,0,0,0,0,0,1,0,0,3,95486976.46933737,0.0,89285828.67836194,0.006667029369218411,30812457.13615074,0.02468474056639193,7982099.854362994,0.0003579716993705417,42719826.67146216,0.004928831251730351,718000000.0,1846.670319970149
674,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,4,3,3,0,0,2,7,0,0,0,2,0,0,0,1,149728694.44354364,0.0,58886312.842521876,0.0189555821907554,34221561.73832255,0.0,7332080.219521779,0.0,25037214.086173728,0.0,954500000.0,0.0
675,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,7,0,0,0,0,4,0,1,0,0,1,0,0,0,0,68139002.95605196,0.0,68341575.6969787,0.0020891668558880015,21526757.2037289,0.00031793239651379434,16030572.825305523,0.0007677582022277964,114885982.58199677,0.01534365637842151,92100000.0,10724.215004054784
676,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,6,1,1,0,0,0,0,2,0,3,0,0,1,0,163237270.10768014,0.008040335881631906,53539920.56482332,0.0027179418364287966,38184105.299701706,0.005294708612228142,8652459.544650069,1.7316690955661886e-05,25750508.574569177,0.0001193427037881535,151900000.0,2416.0831113581316
677,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,1,3,1,6,1,0,0,0,0,0,7,0,2,185318376.6420668,0.01971616365856979,165689632.8358199,0.0,20632421.344090376,0.00010919654447590515,2522923.214726719,0.00024398208660703338,79084435.94406682,0.0,182600000.0,2349.8906224224374
678,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,3,0,1,0,2,3,3,0,9,4,0,0,0,89068254.21950817,0.0,61070396.17774367,0.009688755671231754,76672578.85899352,0.0,31262671.930688452,0.0,0.0,0.0,442300000.0,730.1478720072323
679,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,5,0,0,0,1,1,2,0,1,5,0,0,6,53972506.18695759,0.0,22532964.99195637,0.00944916832145197,65000908.30641317,0.0,17925654.86392086,3.310160395576422e-05,40273672.383724004,0.0,1638600000.0,730.3763359383679
680,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,1,0,0,3,0,1,0,1,3,0,1,0.0,0.0,112832601.01821715,0.0,38682220.87587109,0.011532119102566591,19584415.69150165,0.0016444183728239288,58044072.09764524,0.0,504600000.0,636.8438886364239
681,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,7,10,9,0,0,0,0,0,4,0,1,0,0,0,0,339416355.6719681,0.0,22825274.225979615,0.026913210197865987,26403379.542306438,0.0,6320800.309666242,0.0,0.0,0.0,698400000.0,0.0
682,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,7,0,0,0,0,5,1,1,0,0,0,0,0,0,130661372.87632072,0.008040335881631906,15985462.982201707,0.002815184795649955,77644475.05391562,0.0,11401746.734361446,0.0010571658628482769,85699435.75604105,0.014290143907628852,61400000.0,7821.644690723976
683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,1,7,0,2,0,3,0,1,0,1,47847947.961454235,0.0,104651657.86617124,0.0,62267437.976033404,0.0,14284139.592032645,0.0037657631194653292,108749811.73514718,0.06552257584290422,0.0,0.0
684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,3,7,0,0,2,0,0,0,0,0,1,104813875.57464504,0.05360223921087935,172413697.96599662,0.000963592953445001,97657525.07746923,0.165413554420916,2149444.5250673317,0.0014222737105992706,47879857.56918806,0.025528384609838826,256100000.00000003,0.0
685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,6,0,0,0,0,0,0,185318376.6420668,0.13144109105713192,57341234.14948933,0.06556342507212348,73946120.41768885,0.0,0.0,0.0,0.0,0.0,256100000.00000003,0.0
686,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,3,3,0,0,2,3,0,1,0,1,0,0,0,0,89068254.21950817,0.0,58886312.842521876,0.0068240095886719435,46650169.32145682,0.0,6320800.309666242,0.0,12979153.992757112,0.0051930017083343495,613800000.0,1000.3388066964409
687,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,6,4,0,0,1,0,0,0,3,0,0,0,0,2,164796878.60324055,0.0,61011934.33093901,0.02678010611465497,39550130.809087254,0.08624860900240983,8453407.696608048,0.0,102761758.72582433,0.08365651100635753,61400000.0,0.0
688,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,6,0,0,0,0,3,0,3,0,0,0,5,1,10,123239682.76336361,0.006432268705305522,22565835.774610866,0.0031587034727766448,50962397.12067895,0.0,0.0,0.0,137464988.98883197,0.0,151900000.0,2551.4563383985046
689,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,7,0,2,0,0,0,0,8,1,1,7,0,0,0,0,115272862.040791,0.0,22942197.9195889,0.009784590611143666,63844492.59147088,0.0,21069784.935395602,0.0,0.0,0.0,408000000.0,732.8026763007767
690,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,7,162299943.07763958,0.1072044784217587,22189473.62963283,0.025465639515322786,59903444.52010451,0.0,0.0,0.0,44193513.54513965,0.0,151900000.0,0.0
691,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,6,0,5,1,0,5,0,0,7,3,6,4,0,0,60717312.84309486,0.0,104651657.86617124,0.0,28798397.130608946,0.0,42569301.93622105,0.0,33377116.55719709,0.0,485000000.0,0.0
692,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0,0,0,0,1,1,0,0,1,0,0,1,117657018.40774402,0.0,47911135.22223987,0.05555857807682009,55305593.4142995,0.030166892870103046,6320800.309666242,0.0,25037214.086173728,0.0,339000000.0,0.0
693,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,2,0,0,1,0,0,1,0,0,0,117999895.068093,0.0,82504008.20419508,0.0463206983113277,63004876.086358726,0.09313924113541734,8445619.828308921,0.0013956580313047307,14023260.244539032,0.015534106974667996,205800000.0,0.0
694,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,2,0,0,2,0,1,1,0,0,5,101474517.63440433,0.0,57645519.51011989,0.017054779577170713,22167818.198803753,0.0,13058507.42068065,0.00011746339662123494,36676675.840294495,0.0,1366900000.0,0.0
695,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,3,0,1,0,1,3,7,10,4,3,0,0,66507014.9338145,0.0,91876209.85066408,0.0003143432800186334,74681867.94034751,0.009841636618563375,57215416.902472965,0.0,30351526.042379983,0.0,205800000.0,1346.484071514813
696,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,162299943.07763958,0.1072044784217587,47158410.93228379,0.053844799227854914,4664385.5811068695,0.010063153731634533,0.0,0.0,30351526.042379983,0.0,377300000.0,0.0
697,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,4,1,3,0,0,0,7,7,1,0,0,0,0,0,0,135274189.70659953,0.0,22357579.451542422,0.025848377532178043,110009109.98310609,0.0,6005083.4595582085,0.003787738904496075,42069780.7336171,0.04660232092400399,771800000.0,0.0
698,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,2,0,0,2,7,0,1,0,0,4,0,0,6,37255203.23710208,0.0,58762919.664397605,0.018674644506668822,59903444.52010451,0.0,13017794.451558555,0.0019887316631696764,65010273.641888365,0.027382395842946397,912600000.0,0.0
699,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,7,7,6,161324252.13059726,0.07783885184625255,22448912.081001576,0.0260563207733834,20299287.62732069,0.0,6320800.309666242,0.0,164568879.78613022,0.0,529200000.0,0.0
700,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,7,5,3,3,3,0,0,0,0,6,6,2,7,0,0,199716683.5766434,0.0,100759376.17493644,0.0,0.0,0.0,38957445.80785689,0.0,44193513.54513965,0.0,213300000.0,0.0
701,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,0,0,0,1,78453877.84187987,0.0,22766812.379174955,0.02678010611465497,44053426.26692239,0.02758984192769135,14627830.108846122,0.009098656356420497,113163351.90691613,0.09818277826339174,581600000.0,0.0
702,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,7,0,1,0,0,0,0,6,0,0,0,0,185318376.6420668,0.04731879278056749,121701716.67461371,0.0,14411194.010956509,0.011427927287675544,12785509.846820127,4.156005829358852e-05,14023260.244539032,0.0055922785108804786,151900000.0,2217.4814993920318
703,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,0,0,0,2,7,1,1,0,1,0,0,0,137335325.79286757,0.048473225270746406,22766812.379174955,0.02678010611465497,86235112.72888009,0.0,18892684.610568978,0.004119274019666491,109817635.01654527,0.12214953151636693,61400000.0,0.0
